,CustomerID,Invoices,DistinctProducts,Sales,OverallQuantity,SalesPerInvoice,ItemsPerInvoice,DistinctMonths,LastBuyMonths,SalesPerMonth,uniqueWeekdayInovices,uniqueWeekendInovices,WeekendPct
164,12587,1,3,104.0,50,104.0,50.0,1,1,104.0,1,0,0.0
1371,17222,1,27,328.65,122,328.65,122.0,1,3,329.0,1,0,0.0
3650,17739,7,30,2447.91,537,349.7,76.71,12,2,204.0,7,0,0.0
2939,13285,4,156,2645.52,2047,661.38,511.75,10,2,265.0,4,0,0.0
3813,12779,8,88,3943.11,2021,492.89,252.62,12,2,329.0,8,0,0.0
4080,12839,14,97,5565.92,3805,397.57,271.79,13,1,428.0,14,0,0.0
2755,14522,3,16,831.5,429,277.17,143.0,5,4,166.0,3,0,0.0
2423,12994,3,50,923.4200000000001,455,307.81,151.67,10,1,92.0,3,0,0.0
390,17977,1,17,180.5,242,180.5,242.0,1,2,180.0,1,0,0.0
3344,15898,5,70,1092.88,466,218.58,93.2,13,1,84.0,4,1,0.2
2442,13492,3,38,1269.84,408,423.28,136.0,3,6,423.0,3,0,0.0
2074,13589,2,16,275.95,107,137.98,53.5,6,2,46.0,2,0,0.0
125,16108,1,48,842.5,615,842.5,615.0,1,4,842.0,1,0,0.0
522,15619,1,2,191.40000000000003,36,191.4,36.0,1,2,191.0,1,0,0.0
2293,18218,2,17,351.92,336,175.96,168.0,3,8,117.0,2,0,0.0
1729,14067,2,50,355.75,360,177.88,180.0,2,3,178.0,1,1,0.5
2460,17955,3,13,394.1,81,131.37,27.0,1,8,394.0,3,0,0.0
860,15261,1,19,254.82,270,254.82,270.0,1,6,255.0,1,0,0.0
391,17976,1,55,309.04,92,309.04,92.0,1,13,309.0,1,0,0.0
557,16527,1,14,228.06,106,228.06,106.0,1,4,228.0,1,0,0.0
25,12398,1,84,1435.66,1389,1435.66,1389.0,1,3,1436.0,1,0,0.0
0,12374,1,30,563.53,335,563.53,335.0,1,2,564.0,1,0,0.0
869,15210,1,18,245.28,226,245.28,226.0,1,9,245.0,1,0,0.0
3724,17669,7,42,1974.72,1116,282.1,159.43,7,3,282.0,7,0,0.0
2353,16520,3,129,1046.57,558,348.86,186.0,7,7,150.0,3,0,0.0
2655,14779,3,31,213.95,76,71.32,25.33,3,10,71.0,3,0,0.0
2148,12999,2,24,328.38,332,164.19,166.0,2,8,164.0,2,0,0.0
2372,16488,3,26,410.9,526,136.97,175.33,5,2,82.0,2,1,0.3333333333333333
3286,15881,5,26,501.39000000000004,260,100.28,52.0,2,12,251.0,5,0,0.0
2274,13224,2,100,1990.83,1134,995.42,567.0,4,3,498.0,2,0,0.0
1806,14869,2,65,704.5,548,352.25,274.0,5,1,141.0,1,1,0.5
961,15109,1,24,400.05,125,400.05,125.0,1,9,400.0,1,0,0.0
875,13572,1,32,1384.25,534,1384.25,534.0,1,8,1384.0,1,0,0.0
2366,15485,3,59,2564.5,1281,854.83,427.0,12,2,214.0,3,0,0.0
2013,15757,2,43,714.42,491,357.21,245.5,6,3,119.0,2,0,0.0
4081,14092,14,116,4047.01,2064,289.07,147.43,13,1,311.0,12,2,0.14285714285714285
2675,16037,3,36,715.22,424,238.41,141.33,4,10,179.0,3,0,0.0
3079,14360,4,99,1961.43,1129,490.36,282.25,3,2,654.0,4,0,0.0
3313,15493,5,171,1740.01,535,348.0,107.0,9,2,193.0,5,0,0.0
3669,13536,7,91,3406.95,2030,486.71,290.0,4,1,852.0,3,4,0.5714285714285714
504,13060,1,15,307.53,123,307.53,123.0,1,10,308.0,1,0,0.0
4014,14825,12,80,2106.26,980,175.52,81.67,13,1,162.0,11,1,0.08333333333333333
1092,14932,1,14,253.73000000000002,75,253.73,75.0,1,13,254.0,1,0,0.0
3537,13717,6,89,1313.12,1708,218.85,284.67,10,2,131.0,6,0,0.0
1831,13960,2,11,230.22,142,115.11,71.0,3,2,77.0,2,0,0.0
1620,17254,2,99,258.44,250,129.22,125.0,2,1,129.0,2,0,0.0
2393,15643,3,26,506.95000000000005,235,168.98,78.33,4,7,127.0,3,0,0.0
82,16248,1,7,152.94,78,152.94,78.0,1,3,153.0,0,1,1.0
1740,12624,2,34,556.38,350,278.19,175.0,3,5,185.0,2,0,0.0
117,12536,1,251,4044.26,2786,4044.26,2786.0,1,3,4044.0,1,0,0.0
251,15935,1,11,108.03999999999999,114,108.04,114.0,1,9,108.0,1,0,0.0
1556,18183,2,34,604.37,369,302.18,184.5,2,9,302.0,2,0,0.0
3713,14653,7,155,1901.15,943,271.59,134.71,12,1,158.0,6,1,0.14285714285714285
2822,18173,4,19,1626.3600000000001,596,406.59,149.0,7,4,232.0,4,0,0.0
2757,14535,3,277,2799.84,1720,933.28,573.33,7,3,400.0,3,0,0.0
2816,15110,4,17,756.4,240,189.1,60.0,11,2,69.0,4,0,0.0
3868,17949,9,11,2132.8199999999997,483,236.98,53.67,8,1,267.0,9,0,0.0
3629,17090,7,44,1961.9,902,280.27,128.86,13,1,151.0,7,0,0.0
3249,12576,5,69,1253.98,964,250.8,192.8,10,2,125.0,5,0,0.0
513,17879,1,6,178.51999999999998,45,178.52,45.0,1,7,179.0,0,1,1.0
3789,13725,8,87,1579.56,778,197.44,97.25,9,3,176.0,6,2,0.25
1241,14082,1,28,182.25,110,182.25,110.0,1,13,182.0,1,0,0.0
803,16643,1,26,462.01,267,462.01,267.0,1,9,462.0,1,0,0.0
3505,12947,6,79,1410.19,1159,235.03,193.17,8,6,176.0,6,0,0.0
2241,15478,2,34,1399.92,575,699.96,287.5,1,3,1400.0,1,1,0.5
1251,14725,1,44,577.58,468,577.58,468.0,1,2,578.0,1,0,0.0
4056,16700,13,163,5038.3,4021,387.56,309.31,13,1,388.0,12,1,0.07692307692307693
2684,16940,3,226,3032.93,2168,1010.98,722.67,9,3,337.0,3,0,0.0
3345,17869,5,31,316.68,105,63.34,21.0,9,5,35.0,4,1,0.2
3855,13588,9,130,2417.21,2508,268.58,278.67,9,2,269.0,9,0,0.0
1290,16956,1,15,248.94,110,248.94,110.0,1,2,249.0,1,0,0.0
3603,17819,7,32,3610.22,1024,515.75,146.29,10,4,361.0,5,2,0.2857142857142857
1598,14567,2,32,1377.3600000000001,400,688.68,200.0,3,3,459.0,2,0,0.0
2222,17852,2,21,114.34,53,57.17,26.5,1,2,114.0,2,0,0.0
4147,14534,18,328,4224.5,1915,234.69,106.39,12,1,352.0,18,0,0.0
1132,14924,1,9,185.05,63,185.05,63.0,1,9,185.0,1,0,0.0
2696,14720,3,30,587.46,214,195.82,71.33,5,1,117.0,1,2,0.6666666666666666
1853,17425,2,42,759.17,407,379.58,203.5,2,2,380.0,1,1,0.5
2887,13107,4,53,1462.5,1197,365.62,299.25,10,3,146.0,4,0,0.0
3814,13631,8,3,1042.5,175,130.31,21.88,7,4,149.0,7,1,0.125
1274,14703,1,22,318.17,183,318.17,183.0,1,2,318.0,1,0,0.0
2143,17679,2,27,1901.76,608,950.88,304.0,2,3,951.0,2,0,0.0
4072,12415,14,245,35341.61,12253,2524.4,875.21,11,2,3213.0,14,0,0.0
1698,17330,2,5,363.9,120,181.95,60.0,2,2,182.0,2,0,0.0
2835,12399,4,45,963.45,1065,240.86,266.25,6,5,161.0,4,0,0.0
34,12446,1,52,857.66,340,857.66,340.0,1,3,858.0,1,0,0.0
3398,17912,5,34,284.56,182,56.91,36.4,3,11,95.0,5,0,0.0
3381,14428,5,101,1024.51,414,204.9,82.8,12,1,85.0,5,0,0.0
2203,13028,2,40,623.88,702,311.94,351.0,2,2,312.0,2,0,0.0
2302,17119,2,34,591.91,333,295.96,166.5,3,1,197.0,2,0,0.0
3090,15394,4,55,2081.54,902,520.38,225.5,12,2,173.0,4,0,0.0
712,13347,1,7,291.36,204,291.36,204.0,1,4,291.0,1,0,0.0
613,13216,1,3,195.5,105,195.5,105.0,1,10,196.0,1,0,0.0
4116,16011,16,99,3338.0099999999998,2034,208.63,127.12,13,1,257.0,15,1,0.0625
2686,16948,3,12,306.62,374,102.21,124.67,7,6,44.0,2,1,0.3333333333333333
482,16509,1,11,270.25,57,270.25,57.0,1,11,270.0,1,0,0.0
979,17513,1,5,409.2,154,409.2,154.0,1,4,409.0,1,0,0.0
2323,12372,3,33,1196.04,788,398.68,262.67,8,4,150.0,3,0,0.0
556,16528,1,16,218.91,169,218.91,169.0,1,1,219.0,1,0,0.0
515,17877,1,12,237.61,98,237.61,98.0,1,7,238.0,1,0,0.0
1288,16961,1,14,234.17,125,234.17,125.0,1,5,234.0,1,0,0.0
3162,15027,4,29,758.75,433,189.69,108.25,8,2,95.0,4,0,0.0
2529,15111,3,70,1567.48,710,522.49,236.67,12,2,131.0,3,0,0.0
3569,14883,6,40,761.59,790,126.93,131.67,7,2,109.0,6,0,0.0
2875,12936,4,56,1063.9,559,265.98,139.75,3,2,355.0,4,0,0.0
3425,18260,6,84,2498.78,1372,416.46,228.67,7,7,357.0,5,1,0.16666666666666666
2209,17708,2,28,263.33,90,131.66,45.0,6,7,44.0,1,1,0.5
4164,12621,19,259,10582.59,6081,556.98,320.05,13,1,814.0,19,0,0.0
1871,14998,2,69,402.12,257,201.06,128.5,3,7,134.0,2,0,0.0
3704,13384,7,119,3562.8,2059,508.97,294.14,6,2,594.0,7,0,0.0
3063,14198,4,34,668.7,288,167.18,72.0,8,2,84.0,3,1,0.25
3649,15903,7,42,4061.16,1834,580.17,262.0,10,2,406.0,6,1,0.14285714285714285
3294,12912,5,17,1662.3,670,332.46,134.0,3,1,554.0,4,1,0.2
728,13382,1,15,222.99,131,222.99,131.0,1,10,223.0,1,0,0.0
2468,13591,3,55,1002.38,476,334.13,158.67,8,3,125.0,3,0,0.0
609,13229,1,10,160.95,63,160.95,63.0,1,9,161.0,1,0,0.0
3930,12490,10,131,4688.09,2937,468.81,293.7,12,1,391.0,8,2,0.2
2574,16807,3,57,1106.59,777,368.86,259.0,5,6,221.0,2,1,0.3333333333333333
1278,16971,1,36,181.71,68,181.71,68.0,1,2,182.0,1,0,0.0
3871,17071,9,103,2429.03,1197,269.89,133.0,10,2,243.0,8,1,0.1111111111111111
2004,16402,2,54,280.7,145,140.35,72.5,4,10,70.0,0,2,1.0
3642,14408,7,61,2599.03,1610,371.29,230.0,9,2,289.0,6,1,0.14285714285714285
1520,14346,2,53,911.08,602,455.54,301.0,7,5,130.0,2,0,0.0
3110,14608,4,8,1785.15,437,446.29,109.25,13,1,137.0,3,1,0.25
4012,12647,12,74,2715.97,1284,226.33,107.0,12,2,226.0,9,3,0.25
757,13428,1,70,201.78,151,201.78,151.0,1,2,202.0,1,0,0.0
2091,13557,2,32,584.06,546,292.03,273.0,9,2,65.0,2,0,0.0
4189,16779,22,162,10415.85,5004,473.45,227.45,13,1,801.0,19,3,0.13636363636363635
3218,12654,5,29,517.23,259,103.45,51.8,10,2,52.0,5,0,0.0
124,16113,1,29,145.43,175,145.43,175.0,1,7,145.0,1,0,0.0
94,16147,1,20,324.0,242,324.0,242.0,1,6,324.0,1,0,0.0
2796,17146,3,31,554.28,208,184.76,69.33,9,5,62.0,3,0,0.0
3887,14211,9,85,2153.2,1144,239.24,127.11,9,3,239.0,8,1,0.1111111111111111
2860,16005,4,173,578.71,280,144.68,70.0,9,2,64.0,2,2,0.5
2725,18150,3,29,566.58,332,188.86,110.67,7,2,81.0,2,1,0.3333333333333333
4130,16745,17,148,5495.900000000001,3539,323.29,208.18,8,4,687.0,15,2,0.11764705882352941
2829,12429,4,78,3192.9,1408,798.22,352.0,12,2,266.0,4,0,0.0
199,12631,1,30,480.5,232,480.5,232.0,1,3,480.0,1,0,0.0
2839,12695,4,23,582.1,220,145.52,55.0,8,1,73.0,4,0,0.0
2124,17642,2,35,712.29,474,356.14,237.0,3,5,237.0,2,0,0.0
660,17746,1,5,84.75,27,84.75,27.0,1,9,85.0,1,0,0.0
1643,12571,2,31,519.61,523,259.8,261.5,3,3,173.0,2,0,0.0
271,12690,1,15,335.01,103,335.01,103.0,1,8,335.0,1,0,0.0
1533,14500,2,4,293.1,112,146.55,56.0,4,4,73.0,2,0,0.0
865,15212,1,5,101.8,36,101.8,36.0,1,9,102.0,1,0,0.0
1861,15889,2,77,385.37,204,192.68,102.0,8,6,48.0,1,1,0.5
214,12652,1,46,764.08,496,764.08,496.0,1,12,764.0,1,0,0.0
1593,16119,2,14,423.36,240,211.68,120.0,4,1,106.0,2,0,0.0
1205,14059,1,8,183.6,128,183.6,128.0,1,10,184.0,1,0,0.0
1862,15894,2,35,258.25,164,129.12,82.0,4,10,65.0,1,1,0.5
3743,15932,8,92,2495.87,2325,311.98,290.62,11,1,227.0,8,0,0.0
3462,13450,6,32,1905.48,1742,317.58,290.33,7,2,272.0,3,3,0.5
972,15135,1,9,139.05,43,139.05,43.0,1,9,139.0,1,0,0.0
1931,12822,2,40,918.98,548,459.49,274.0,1,4,919.0,2,0,0.0
2374,17886,3,92,809.88,465,269.96,155.0,8,2,101.0,3,0,0.0
2208,17707,2,3,152.4,144,76.2,72.0,6,7,25.0,2,0,0.0
4006,17659,12,119,2766.12,1417,230.51,118.08,12,2,231.0,12,0,0.0
2932,13320,4,78,1532.2,1086,383.05,271.5,5,4,306.0,4,0,0.0
3391,13882,5,52,1081.28,948,216.26,189.6,3,1,360.0,5,0,0.0
1240,14087,1,61,191.47,250,191.47,250.0,1,1,191.0,1,0,0.0
3203,15681,5,32,1426.16,816,285.23,163.2,9,2,158.0,5,0,0.0
2520,15786,3,253,4817.55,3333,1605.85,1111.0,3,3,1606.0,3,0,0.0
293,18014,1,29,162.22,66,162.22,66.0,1,2,162.0,1,0,0.0
3637,16348,7,150,1207.9,792,172.56,113.14,8,2,151.0,7,0,0.0
3831,16817,9,70,1484.4,817,164.93,90.78,13,1,114.0,9,0,0.0
3842,17750,9,101,1670.1299999999999,3651,185.57,405.67,7,1,239.0,7,2,0.2222222222222222
3527,16949,6,53,748.52,785,124.75,130.83,12,1,62.0,5,1,0.16666666666666666
3469,13975,6,241,2461.2400000000002,1697,410.21,282.83,9,2,273.0,5,1,0.16666666666666666
2276,13236,2,33,712.95,414,356.48,207.0,4,2,178.0,2,0,0.0
2800,18263,3,58,1213.1599999999999,1468,404.39,489.33,8,2,152.0,3,0,0.0
2811,12380,4,75,2278.11,1104,569.53,276.0,6,2,380.0,4,0,0.0
2289,14473,2,7,234.34000000000003,88,117.17,44.0,7,4,33.0,2,0,0.0
3348,17873,5,23,1719.5800000000002,1034,343.92,206.8,10,4,172.0,5,0,0.0
1463,12430,1,10,216.4,116,216.4,116.0,1,3,216.0,1,0,0.0
4256,13408,61,209,20906.24,11092,342.73,181.84,13,1,1608.0,53,8,0.13114754098360656
3066,14216,4,42,1697.3,584,424.32,146.0,2,1,849.0,4,0,0.0
1124,13948,1,3,102.0,40,102.0,40.0,1,13,102.0,1,0,0.0
1758,14813,2,25,152.88,66,76.44,33.0,1,13,153.0,0,2,1.0
2318,12360,3,101,1931.26,1132,643.75,377.33,6,3,322.0,3,0,0.0
1625,18156,2,99,650.14,281,325.07,140.5,12,2,54.0,0,2,1.0
3883,14292,9,63,4604.53,1455,511.61,161.67,10,1,460.0,7,2,0.2222222222222222
2094,15272,2,61,670.94,306,335.47,153.0,2,3,335.0,2,0,0.0
298,15899,1,3,43.5,38,43.5,38.0,1,13,44.0,1,0,0.0
901,13642,1,55,279.38,149,279.38,149.0,1,8,279.0,0,1,1.0
2527,15100,3,1,876.0,80,292.0,26.67,2,12,438.0,3,0,0.0
1020,16765,1,1,34.0,4,34.0,4.0,1,11,34.0,1,0,0.0
3795,12949,8,167,4128.97,2378,516.12,297.25,8,2,516.0,8,0,0.0
736,16613,1,30,618.59,293,618.59,293.0,1,4,619.0,1,0,0.0
1070,15041,1,65,179.93,103,179.93,103.0,1,7,180.0,1,0,0.0
1171,16902,1,41,1392.93,608,1392.93,608.0,1,5,1393.0,1,0,0.0
3523,14741,6,34,1306.74,697,217.79,116.17,12,2,109.0,5,1,0.16666666666666666
2746,16245,3,76,1321.22,914,440.41,304.67,9,2,147.0,3,0,0.0
1607,14264,2,15,333.97,70,166.98,35.0,4,6,83.0,2,0,0.0
929,13684,1,29,65.13,38,65.13,38.0,1,11,65.0,0,1,1.0
3010,15624,4,25,562.63,355,140.66,88.75,6,5,94.0,4,0,0.0
1864,18013,2,31,187.29,285,93.64,142.5,1,6,187.0,2,0,0.0
3008,16503,4,69,1359.78,564,339.94,141.0,9,5,151.0,4,0,0.0
105,12515,1,13,227.7,124,227.7,124.0,1,13,228.0,1,0,0.0
3421,15106,5,88,1380.07,1178,276.01,235.6,9,2,153.0,5,0,0.0
645,13271,1,79,211.49,240,211.49,240.0,1,2,211.0,1,0,0.0
3275,17656,5,66,1644.93,1207,328.99,241.4,2,4,822.0,5,0,0.0
4163,16945,19,136,4309.16,2615,226.8,137.63,12,2,359.0,17,2,0.10526315789473684
1361,14542,1,5,103.25,19,103.25,19.0,1,7,103.0,1,0,0.0
2830,18232,4,30,580.22,301,145.06,75.25,5,4,116.0,4,0,0.0
2698,14700,3,78,2144.1,1310,714.7,436.67,8,2,268.0,3,0,0.0
3636,15260,7,59,1728.8700000000001,879,246.98,125.57,9,5,192.0,7,0,0.0
355,16403,1,10,177.5,114,177.5,114.0,1,12,178.0,1,0,0.0
2561,15026,3,57,469.0,285,156.33,95.0,7,4,67.0,3,0,0.0
3226,12775,5,46,1264.09,869,252.82,173.8,10,2,126.0,5,0,0.0
1827,14918,2,37,1508.15,667,754.08,333.5,2,5,754.0,2,0,0.0
2062,15224,2,13,322.08,152,161.04,76.0,1,13,322.0,1,1,0.5
2896,15952,4,64,756.41,389,189.1,97.25,8,2,95.0,1,3,0.75
1564,14496,2,14,455.71000000000004,153,227.86,76.5,3,11,152.0,2,0,0.0
378,12866,1,25,499.12,167,499.12,167.0,1,10,499.0,1,0,0.0
1507,14403,2,15,828.65,287,414.32,143.5,2,8,414.0,2,0,0.0
4224,18102,29,112,26289.5,6037,906.53,208.17,13,1,2022.0,29,0,0.0
1230,14764,1,6,278.3,190,278.3,190.0,1,3,278.0,1,0,0.0
2537,13772,3,140,1105.68,539,368.56,179.67,8,2,138.0,1,2,0.6666666666666666
2638,17360,3,112,555.49,327,185.16,109.0,6,2,93.0,3,0,0.0
399,15766,1,10,289.56,168,289.56,168.0,1,3,290.0,1,0,0.0
3366,15938,5,13,404.58,240,80.92,48.0,8,5,51.0,3,2,0.4
1681,16018,2,26,408.90000000000003,190,204.45,95.0,5,3,82.0,1,1,0.5
687,13296,1,5,87.4,78,87.4,78.0,1,6,87.0,1,0,0.0
2700,14712,3,20,891.57,313,297.19,104.33,4,2,223.0,2,1,0.3333333333333333
2370,13058,3,5,271.40000000000003,52,90.47,17.33,5,2,54.0,3,0,0.0
1461,18222,1,17,377.05,330,377.05,330.0,1,4,377.0,1,0,0.0
270,12702,1,11,201.0,52,201.0,52.0,1,2,201.0,0,1,1.0
1993,12842,2,32,1028.49,544,514.24,272.0,8,4,129.0,2,0,0.0
1469,12357,1,125,5663.47,2499,5663.47,2499.0,1,2,5663.0,0,1,1.0
3691,15974,7,136,3330.15,2154,475.74,307.71,9,3,370.0,7,0,0.0
2517,13722,3,73,2276.6800000000003,1110,758.89,370.0,5,6,455.0,1,2,0.6666666666666666
3143,14897,4,41,1257.68,462,314.42,115.5,11,1,114.0,4,0,0.0
4083,12431,14,160,5019.16,2116,358.51,151.14,11,3,456.0,12,2,0.14285714285714285
1083,13868,1,31,494.79,463,494.79,463.0,1,2,495.0,1,0,0.0
2291,12424,2,29,1608.3200000000002,596,804.16,298.0,1,7,1608.0,2,0,0.0
1832,13962,2,8,119.9,84,59.95,42.0,8,2,15.0,2,0,0.0
526,15604,1,17,216.39,159,216.39,159.0,1,3,216.0,1,0,0.0
4248,15189,41,78,13942.47,4384,340.06,106.93,12,1,1162.0,41,0,0.0
3794,12939,8,14,3822.48,1368,477.81,171.0,10,3,382.0,6,2,0.25
1629,17277,2,67,1065.3500000000001,430,532.68,215.0,4,9,266.0,2,0,0.0
2163,13420,2,7,121.6,98,60.8,49.0,2,6,61.0,2,0,0.0
2161,13416,2,11,712.5,142,356.25,71.0,2,3,356.0,2,0,0.0
3251,16249,5,65,1698.07,942,339.61,188.4,7,3,243.0,4,1,0.2
2955,13471,4,211,2455.19,1580,613.8,395.0,3,1,818.0,2,2,0.5
2974,15704,4,79,2293.62,1028,573.4,257.0,3,6,765.0,2,2,0.5
2248,13066,2,46,418.15000000000003,319,209.08,159.5,1,2,418.0,2,0,0.0
3908,15218,10,75,4259.59,1819,425.96,181.9,11,2,387.0,10,0,0.0
1051,13828,1,15,209.49,311,209.49,311.0,1,2,209.0,1,0,0.0
2443,13500,3,59,1154.02,608,384.67,202.67,4,2,289.0,3,0,0.0
333,15836,1,7,86.87,23,86.87,23.0,1,3,87.0,1,0,0.0
3252,16258,5,109,4713.01,2028,942.6,405.6,6,3,786.0,5,0,0.0
3922,16426,10,211,1863.76,1215,186.38,121.5,10,1,186.0,10,0,0.0
116,12538,1,21,363.95,191,363.95,191.0,1,2,364.0,1,0,0.0
1817,15912,2,19,264.62,185,132.31,92.5,3,7,88.0,2,0,0.0
1021,16763,1,18,310.85,299,310.85,299.0,1,8,311.0,1,0,0.0
3397,17470,5,66,1087.63,1579,217.53,315.8,11,3,99.0,5,0,0.0
3098,14441,4,40,1621.49,440,405.37,110.0,10,1,162.0,4,0,0.0
1156,16847,1,12,193.44,78,193.44,78.0,1,3,193.0,1,0,0.0
755,13439,1,54,283.71,242,283.71,242.0,1,10,284.0,1,0,0.0
1652,17267,2,37,317.2,158,158.6,79.0,1,5,317.0,2,0,0.0
4207,14180,25,90,3209.57,621,128.38,24.84,12,2,267.0,24,1,0.04
1755,15977,2,45,897.38,655,448.69,327.5,2,2,449.0,2,0,0.0
3447,16655,6,203,3443.87,2340,573.98,390.0,11,2,313.0,4,2,0.3333333333333333
3495,13752,6,61,1065.68,867,177.61,144.5,5,5,213.0,4,2,0.3333333333333333
1956,16399,2,67,383.02,262,191.51,131.0,8,2,48.0,1,1,0.5
1010,17499,1,40,622.88,711,622.88,711.0,1,11,623.0,1,0,0.0
2055,15732,2,13,294.12,215,147.06,107.5,6,8,49.0,2,0,0.0
615,16535,1,29,466.25,346,466.25,346.0,1,1,466.0,0,1,1.0
3377,16438,5,73,798.35,463,159.67,92.6,4,1,200.0,2,3,0.6
3438,13924,6,87,1753.95,1569,292.32,261.5,4,1,438.0,6,0,0.0
2886,17867,4,58,543.07,216,135.77,54.0,7,2,78.0,4,0,0.0
2936,13277,4,5,258.4,176,64.6,44.0,5,2,52.0,4,0,0.0
3323,13410,5,15,1003.06,518,200.61,103.6,10,2,100.0,4,1,0.2
1642,12560,2,89,1901.06,1097,950.53,548.5,6,1,317.0,1,1,0.5
826,17639,1,7,108.5,49,108.5,49.0,1,10,108.0,1,0,0.0
2262,17760,2,25,287.59,239,143.79,119.5,12,2,24.0,2,0,0.0
1448,17138,1,23,367.75,125,367.75,125.0,1,10,368.0,1,0,0.0
1055,15047,1,22,343.62,222,343.62,222.0,1,10,344.0,1,0,0.0
2326,18259,3,27,2338.6000000000004,714,779.53,238.0,12,2,195.0,3,0,0.0
3256,16003,5,79,2205.47,1179,441.09,235.8,12,2,184.0,5,0,0.0
3744,15953,8,61,1619.03,888,202.38,111.0,12,2,135.0,6,2,0.25
534,17860,1,49,226.45000000000002,93,226.45,93.0,1,13,226.0,1,0,0.0
1328,14576,1,1,35.400000000000006,12,35.4,12.0,1,13,35.0,1,0,0.0
2551,15053,3,47,657.79,688,219.26,229.33,10,1,66.0,3,0,0.0
226,12686,1,6,71.14,106,71.14,106.0,1,13,71.0,1,0,0.0
3136,16688,4,52,1260.86,804,315.21,201.0,3,1,420.0,4,0,0.0
140,16072,1,17,375.82,126,375.82,126.0,1,11,376.0,1,0,0.0
682,15419,1,7,99.86,130,99.86,130.0,1,2,100.0,1,0,0.0
335,15830,1,39,576.0,415,576.0,415.0,1,2,576.0,1,0,0.0
3372,17042,5,74,1036.58,990,207.32,198.0,9,1,115.0,5,0,0.0
404,12929,1,6,87.95,35,87.95,35.0,1,11,88.0,1,0,0.0
3779,15796,8,68,2536.26,847,317.03,105.88,11,1,231.0,6,2,0.25
1719,17317,2,5,963.6,252,481.8,126.0,2,3,482.0,1,1,0.5
2614,16889,3,110,1476.67,917,492.22,305.67,5,8,295.0,1,2,0.6666666666666666
3296,16321,5,7,373.65000000000003,135,74.73,27.0,9,4,42.0,5,0,0.0
2451,13517,3,124,2090.17,1366,696.72,455.33,5,3,418.0,3,0,0.0
1248,16965,1,25,169.87,183,169.87,183.0,1,9,170.0,1,0,0.0
3115,14565,4,109,2910.87,1534,727.72,383.5,10,4,291.0,4,0,0.0
3706,17937,7,19,4301.22,1754,614.46,250.57,13,1,331.0,5,2,0.2857142857142857
4209,17243,26,177,7722.75,3104,297.03,119.38,13,1,594.0,14,12,0.46153846153846156
2772,17101,3,28,1355.78,614,451.93,204.67,6,2,226.0,3,0,0.0
2285,14379,2,40,348.1,292,174.05,146.0,9,3,39.0,2,0,0.0
1122,14890,1,7,125.65,51,125.65,51.0,1,10,126.0,1,0,0.0
1583,17223,2,41,279.89,101,139.94,50.5,3,11,93.0,2,0,0.0
2145,13455,2,41,867.09,339,433.54,169.5,12,2,72.0,2,0,0.0
558,16526,1,13,262.66,104,262.66,104.0,1,7,263.0,1,0,0.0
1491,16552,2,15,328.73,215,164.36,107.5,5,9,66.0,2,0,0.0
4176,16672,20,20,7526.18,2496,376.31,124.8,10,1,753.0,20,0,0.0
2584,14958,3,31,361.13,120,120.38,40.0,4,6,90.0,3,0,0.0
2116,16634,2,8,192.4,80,96.2,40.0,6,8,32.0,1,1,0.5
2187,13414,2,22,568.5,374,284.25,187.0,1,6,568.0,2,0,0.0
3902,16710,10,269,2328.04,1714,232.8,171.4,12,2,194.0,6,4,0.4
544,17844,1,5,51.559999999999995,52,51.56,52.0,1,5,52.0,1,0,0.0
2791,12422,3,37,645.3100000000001,364,215.1,121.33,9,4,72.0,3,0,0.0
2121,17624,2,49,843.48,554,421.74,277.0,7,2,120.0,2,0,0.0
4137,13050,17,241,5550.92,3634,326.52,213.76,12,2,463.0,16,1,0.058823529411764705
1309,14661,1,4,107.95,35,107.95,35.0,1,2,108.0,0,1,1.0
1880,14934,2,65,1639.39,933,819.7,466.5,7,4,234.0,2,0,0.0
1977,15092,2,22,406.81,131,203.4,65.5,3,8,136.0,1,1,0.5
1134,16834,1,24,413.46,358,413.46,358.0,1,9,413.0,1,0,0.0
3213,16128,5,75,1829.22,984,365.84,196.8,9,2,203.0,5,0,0.0
1912,16367,2,123,800.67,643,400.34,321.5,12,2,67.0,1,1,0.5
1618,17250,2,53,336.52,164,168.26,82.0,10,1,34.0,2,0,0.0
4155,13418,18,222,5681.08,3903,315.62,216.83,12,2,473.0,17,1,0.05555555555555555
2647,16008,3,29,478.78,323,159.59,107.67,7,2,68.0,2,1,0.3333333333333333
2661,16012,3,85,1259.09,787,419.7,262.33,5,2,252.0,3,0,0.0
2363,13145,3,4,323.52000000000004,144,107.84,48.0,3,3,108.0,3,0,0.0
4003,13178,11,102,5725.47,3570,520.5,324.55,12,2,477.0,10,1,0.09090909090909091
2292,18217,2,27,621.75,491,310.88,245.5,3,2,207.0,2,0,0.0
2513,16759,3,38,740.94,606,246.98,202.0,2,1,370.0,3,0,0.0
3211,15179,5,89,2042.79,1506,408.56,301.2,11,2,186.0,5,0,0.0
2562,15032,3,17,339.1,168,113.03,56.0,4,10,85.0,3,0,0.0
516,17871,1,10,155.9,182,155.9,182.0,1,8,156.0,1,0,0.0
1056,16812,1,14,359.75,73,359.75,73.0,1,13,360.0,1,0,0.0
